WBodyID	WaterBodyName	DataSource	Actual_StationID	StationID	StationName	Actual_Latitude	Actual_Longitude	ActivityDepth	SampleDate	Alk_CaCO3_mgl	Alk_CaCO3_mgl_QA	Anatoxin_ugl	Anatoxin_ugl_QA	C_organic_mgl	C_organic_mgl_QA	Ca_mgl	Ca_mgl_QA	Chla_ugl	Chla_ugl_QA	ChlaC_ugl	ChlaC_ugl_QA	chlb_ugl	chlb_ugl_QA	Cl_mgl	Cl_mgl_QA	Color_true_pcu	Color_true_pcu_QA	Cond_umhocm	Cond_umhocm_QA	DO_mgl	DO_mgl_QA	DO_percent	DO_percent_QA	Ecoli_100ml	Ecoli_100ml_QA	F_mgl	F_mgl_QA	Fe_ugl	Fe_ugl_QA	hardness_mglCaCO3	hardness_mglCaCO3_QA	K_mgl	K_mgl_QA	Mg_mgl	Mg_mgl_QA	Na_mgl	Na_mgl_QA	NH3_N_ugl	NH3_N_ugl_QA	NO2_ugl	NO2_ugl_QA	NOx_ugl	NOx_ugl_QA	OP_mgl	OP_mgl_QA	pH	pH_QA	Pheo_ugl	Pheo_ugl_QA	Salinity_ppt	Salinity_ppt_QA	Salinity_PSS	Salinity_PSS_QA	Secchi_m	Secchi_m_QA	Si_ugl	Si_ugl_QA	SO4_mgl	SO4_mgl_QA	TDS_mgl	TDS_mgl_QA	TempW_C	TempW_C_QA	TempW_Ce	TempW_Ce_QA	TKN_ugl	TKN_ugl_QA	TN_ugl	TN_ugl_QA	TP_ugl	TP_ugl_QA	TSI	TSI_QA	TSS_mgl	TSS_mgl_QA	Turb_ntu	Turb_ntu_QA	VSS_mgl	VSS_mgl_QA
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11562"	="11562"	="L001"	27.13889167	-80.79339722	0.3	6/22/2021 8:37:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11562"	="11562"	="L001"	27.13889167	-80.79339722	0.5	6/22/2021 8:39:00 AM	104						40.6				40.3		0.827		45.2		42		409		7.53										140.6		5.5		9.5		28.1		9	I	2	I	36		0.055		8.4		1.35						0.3		7000		23.1				28.9		28.9				1560		92		67		22	I	22.3		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	7/11/2016 9:11:00 AM	97										14.7				42.8		28		386		6.67																		15	G	3	I	30		0.052		8.2		0.528	I					0.3								30.5		30.5				1110		133		58		21	I	31.4		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	8/2/2016 9:29:00 AM	95										11.9				42.5		26		378		6.99																		14		3	I	32		0.043		8.2		0.635						0.35								30.4		30.4				958		104		55		19	I	18.6		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	9/6/2016 9:31:00 AM	90						34.3				6.3				38		27		352		7.44										117.2		4.7		7.7		21.6		25		2	I	214		0.067		8.3		0.696						0.5		7860		19				28.4		28.4				1100		142		52		24		31.9		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	10/18/2016 9:29:00 AM	96										5.58				38.8		22		358		7.9																		16		2	I	342		0.034		8		0.6	I					0.2								26.2		26.2				1270		125		53		26	I	48.5		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	11/1/2016 10:06:00 AM	104										4.7				39.5		22		370		8.34																		15	G	2	U	314		0.051		8		0.416	I					0.15								23.6		23.6				1200		133		51		34		44.4		11	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	12/7/2016 10:29:00 AM	102						36.5				6.81				39.7		23		365		8.71										124.7		4.9		8.1		22.9		15		2	I	345		0.055		8		0.48	I					0.7		8980		22.7				23.1		23.1				1360		160		55		35		54.5		11	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	1/9/2017 9:28:00 AM	109										7.42				40.8		26		370		9.6																		13		2	I	350		0.052		8.3		1.13						0.05								16.4		16.4				2270		269		61		120		103		44	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	2/7/2017 10:06:00 AM	94										13.8				39		28		360		9.05																		7	I	2	U	280		0.037		8.2		0.352						0.2								19.9		19.9				1250		118		59		23		29.6		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	3/22/2017 10:38:00 AM	105						38.1				8.87				42		25		386		8.97										128.8		4.7		8.2		23		11		2	I	396		0.065		8.1		0.352	I					0.5		10700		21.5				20.7		20.7				1520		176		58		38		56.9		12	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	4/17/2017 10:53:00 AM	105	Q									5.58				43.2		23		394		8.66																		10		2	I	398		0.08		8.3		0.352	I					0.15								23.2		23.2				1440		188		54		32		67.6		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	5/23/2017 8:56:00 AM	126										15.9				45.8		22		424		7.52																		12		2	U	380		0.072		8.3		1.25						0.15								27.9		27.9				1950		232		65		71		83.1	Q	23	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/20/2017 9:02:00 AM	108										11.5				44.1		20	J	406		7.5																		7	I	2	U	311		0.071		8.2		1.08						0.25								27.6		27.6				1570		204		60		57		67.1		19	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	7/10/2017 10:07:00 AM	109										5.26				46.3		19		423		7.17																		5	U	9		216		0.069		8.3		0.368						0.5								29.8		29.8				1050		122		50		9	I	16.5		7	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	8/14/2017 10:57:00 AM	106						41				43.1				48.4		25		431		7.21										139.3		5.5		9		27.2		18	G	2	I	42		0.027		8.2		0.907						0.6		6590		27.3				30.4		30.4				1440		136		69		25	I	23.7		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	9/18/2017 9:30:00 AM	91										8.9				38.3		34		358		6.87																		64		2	U	448		0.021		8.7		1.79						0.1								28		28				2290		230		62		81		114		27	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	10/10/2017 9:47:00 AM	98										3.78				42.1		30		386		7.51																		8	I	2	U	410		0.051		8.1		0.368						0.2								27.9		27.9				1370		136		51		18	I	51.1		10	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	11/7/2017 9:24:00 AM	98										3.34				39.2		35		363		8.45																		19		2	I	510		0.063		8.2		0.42	G					0.15								22.8		22.8				1490		173		51		23		64.7		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	12/5/2017 9:57:00 AM	90						32.9				3.46				36.6		39		348		8.39										110.5		4.5		6.9		20.2		10		2	I	525		0.07		8.1		0.331						0.15		9180		21.1				22.9		22.9						178				22		58		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	1/17/2018 10:54:00 AM	115										4.26				35.4		36		345		9.96																		9	I	2	U	575		0.073		7.9		0.96	J					0.05								15.3		15.3				2640		380		59		177		212		53	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	2/6/2018 9:29:00 AM	99										3.27				36.7		39		349		9.38																		7	I	3	I	559		0.076		7.9		0.32						0.1								18.4		18.4				1790		243		52		32	I	93.2		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	3/6/2018 9:39:00 AM	102						35				4.03				36.4		40		354		8.81										118.1		5.1		7.5		21.2		12		2	I	538		0.078		8.2		0.65						0.1		9660		20.6				20.3		20.3				1760		238		54		40	I	89.1		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	4/3/2018 8:53:00 AM	102										5.15				37.6		38		370		8.54																		6	I	6		426		0.09		8.1		0.592						0.12								23		23				1530		187		54		23	I	51.9		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	5/1/2018 10:22:00 AM	109										5.71				38.2		35		375		8.21																		13		4		529		0.105		8.4		0.396						0.2								24.7		24.7				1620		215		55		26	I	66		18	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/5/2018 10:40:00 AM	103						37.6				10.8				38.5		30		378		7.72										126.2		4.8		7.9		21.4		22	G	8		370		0.088		8.3		0.56						0.2		9190		21.9				28.2		28.2				1400		209		58		43		62.5		16	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	7/17/2018 10:11:00 AM	99										8.34				39.3		29		384		7.03																		11		3	I	9	I	0.091		8.3		0.323						0.3								30		30				974		155		53		14	I	28.4		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	8/14/2018 10:14:00 AM	90										37.3				37.4		29		371		7.71																		10		3	I	19		0.077		8.4		0.813						0.25								29.6		29.6				1330		175		67		33		28		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	9/4/2018 11:44:00 AM	98						37.2				4.78				37.5		25		380		7.45										124.6		5		7.7		22.6		5	I	2	I	80		0.078		8.2		0.299						0.45		7440		20.6				27.4		27.4				872		130		47		18	I	15.3		9	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	10/16/2018 9:48:00 AM	86										35.5				37		32		356		7.91																		11		2	I	5	U	0.034		8.7		0.748						0.6								28		28				1120		105		65		13	I	11.1		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	11/6/2018 9:37:00 AM	97										21.5				37.8		26		382		7.78																		11		2	I	104		0.062		8.2		0.536						0.3								24.4		24.4				1120		138		61		13	I	22.2		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	12/4/2018 10:48:00 AM	102						36.2				10.1				39.8	G	26		378		8.92										122.1		4.9		7.7		22.5	G	9	IG	3	I	175		0.053		8.1		0.432						0.3		9080		21.3				20.9		20.9				1240		145		57		20	I	33.9		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	1/8/2019 10:50:00 AM	110										10.7				37.6		25		382		8.59																		8	I	4		348		0.039		8		0.56						0.2								20.7		20.7				1590		174		60		41		66		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	2/12/2019 10:57:00 AM	106										6.11				41.1		22		380		8.93																		8	I	3	I	314		0.051		8.2		0.24	I					0.3								22.1		22.1				1350		145		54		16	I	44.5		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	3/12/2019 11:56:00 AM	111						36.9				3.94				40.8		24		383		8.53										124.2		4.8		7.8		22.1		16		2	I	323		0.056		8.2		0.288						0.2		10600		22.4				22.1		22.1				1340		154		51		22		53.5		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	4/2/2019 10:00:00 AM	105										7.98				41.8		23		393		8.58																		10		4		312		0.067		8.3		0.331						0.3								23.1		23.1				1400		168		56		23		56.5		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	5/8/2019 9:51:00 AM	107						39.3				7.01				44.1		30		411		7.6										133		5		8.5		24		9	I	3	I	264		0.056		8.2		0.472						0.3		11000		23.9				26.8		26.8				1240		149		54		27		53		9	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/5/2019 10:43:00 AM	114										6.29				44.2		22		418		7.14																		10		5		205		0.055		8.2		0.44						0.2								29.8		29.8				1140		146		52		21		48.9		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	7/9/2019 10:09:00 AM	115										11.3				46.6		20		427		7.23																		7	I	3	I	80		0.058		8.2		0.939						0.2								28.6		28.6				1570		221		60		76		67.5		24	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	8/6/2019 10:57:00 AM	106						39.5				10.5				43.5		18	G	409		7.72										134.6		5.1		8.8		24.8		8	IG	2	I	59		0.054		8.2		0.515						0.25		7830		24				28.8		28.8				968		124		54		22		27		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	9/9/2019 9:54:00 AM	88										30				41.3		49		363		7.16																		14		2	U	170		0.029		8		1.61						0.2								29.5		29.5				1480		151		66		42		38.1		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	10/1/2019 9:11:00 AM	90										10.8				38.1		64		339		7.55																		15		2	I	402		0.046		8		1.06						0.1								27.1		27.1				1840		176		61		51		52.4		17	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	11/5/2019 10:05:00 AM	97						36				10.6				42.3		31		386		7.95										124.3		5		8.3		23.6		12		3	I	341		0.058		8.3		0.331						0.2		9140		23.1				26.4		26.4				1270		127		58		16		27.6		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	12/3/2019 10:17:00 AM	105										6.25				43.2		30		383		8.89																		7	I	2	U	326		0.059		8.1		1						0.1								18.9		18.9				2420		308		60		126		122		34	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	1/14/2020 10:33:00 AM	105										3.96				42.1		273		384		8.91																		8	I	10		392		0.094		8.1		0.332						0.2								21.1		21.1				1340		159		51		20		50.2		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	2/4/2020 10:59:00 AM	103										25.7				43.5		244		389		9.76																				9				0.083		8.3		0.604						0.2		10200		24.1				18		18				1600		181		66		40		56.4		16	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	2/12/2020 10:44:00 AM	101						36.9				5.43				43.5		27		392		9.18										126.8		5		8.4		24.9		5	I	3	I	406		0.061		8.2		0.272						0.3		10300		24.3				21.1		21.1				1320		146		53		8	U	37.5		8	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	3/10/2020 11:14:00 AM	128						38.5				7.49	J			45.6		28		398		9.02										132		5.2		8.7		25.9		24		2	U	370		0.057		8		0.48	UJ					0.1		9130		25.5				19.1		19.1				1940		272		59		103		126		26	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	4/7/2020 11:19:00 AM	114						40.2				13.4				47.5		33		425		8.31										138.2		5.4		9.2		26.8		9	I	3	I	275		0.053		8.2		0.628						0.2		8380		26.2				24.3		24.3				1500		166		61		43		63.3		11	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	5/5/2020 11:15:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	5/20/2020 11:10:00 AM	117						42.1				9.6				48.4		27		428		7.98										144.3		5.7		9.5		28.1		12	G	2	U	406		0.09		8.2		0.533						0.2		10600		26.6				26.4		26.4				1550		201		59		42		64.1		12	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	5/20/2020 11:11:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/2/2020 11:20:00 AM	113						42.3				17.8				48.5		24		357		7.31										145		5.7		9.6		28.4		9	I	3	I	196		0.057		8.2		1.36						0.2		8940		26.5				29.3		29.3				1280		156		61		28	I	38.6		10	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	6/2/2020 11:25:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/23/2020 10:55:00 AM	96						37.7				85.7		0.507		44.6		27		396		7.5										129.8		5.2		8.6		25.4		11		2	I	19		0.038		8.5		1.22						0.3		7240		24.4				30.2		30.2				1930		198		77		30		29.5		18	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	6/23/2020 10:59:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	7/7/2020 10:49:00 AM	108						39.4				64		1.61		47.5		26		423		8.07										135.6		5.2		9		26.6		18	G	3	I	35		0.037		8.4		1.36						0.3		8430		26.6				30.3		30.3				1310		141		71		30		34.7		13	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	7/7/2020 10:51:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	7/21/2020 10:44:00 AM	108						41.2				15.4		0.581		46.5		23		432		7.21										142.4		5.6		9.6		27.8		12		2	U	193		0.05		8.1		0.923						0.3		8890		25.6				28.9		28.9				1380		152		61		36		36.5		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	7/21/2020 10:45:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	8/4/2020 11:01:00 AM	108						40.5				21.5	J	1.03	J	47.2		21		431		8.05										139.7		5.6		9.4		27.3		10	G	3	I	42		0.062		8.3		0.784	J					0.2		10100		25.8				29.6		29.6				991		137		60		24		25.2		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	8/4/2020 11:07:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	8/25/2020 11:37:00 AM	102						36.9				19.8		0.848		44.5		27		397		7.09										128.1		5.4		8.7		27.2		13		2	U	76		0.054		8.1		1.45						0.3		7830		24				29.9		29.9				1560		137		64		34		30.1		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	8/25/2020 11:38:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	9/8/2020 11:39:00 AM	81						31.4				38.5		2.11		38		42		354		7.87										109.7		4.6		7.6		22.1		13		2	I	45		0.029		8.2		1.52						0.3		6740		19.9				30.3		30.3				1320		118		67		18	I	16.6		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	9/8/2020 11:43:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	9/23/2020 11:11:00 AM	79						29.2				40.6		2.32		36.2		54		320		7.58										101.1		4.3		6.8		20.9		8	I	2	I	66		0.029		7.9		2.28						0.2		6480		17.6				27.7		27.7				1330		119		68		21	I	20.4		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	9/23/2020 11:13:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	10/6/2020 10:24:00 AM	94						34.1				8.74		0.456		40		36		365		7.45										118		4.9		7.9		24.3		12		2	I	206		0.05		8.1		0.936						0.3		8400		21				27.3		27.3				1310		138		56		22		36.8		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	10/6/2020 10:26:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	10/21/2020 11:20:00 AM	96						34.6				4.13		0.164		41.2		29		363		7.75										120		4.9		8.2		23.8		10		2	I	210		0.059		7.9		0.5	J					0.2		9230		21.6				25.6		25.6				1220		122		51		22		26.2		9	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	10/21/2020 11:22:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	11/17/2020 12:00:00 PM	100						34.2				6.03		0.08	U	40.8		29		366		7.98										118.4		4.7		8		23.4		9	I	2	U	267		0.055		8.2		0.872						0.2		8790		21.7				25.3		25.3				1720		202		56		74		73.1		17	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	12/15/2020 10:32:00 AM	96						33				16.9		0.816		39.9		48		355		9.29										113.4		4.7		7.6		23.7		13		2	I	342		0.064		8.1		0.488						0.1		8800		20.6				19.3		19.3				1410		160		62		18		37.9		5	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	1/5/2021 11:02:00 AM	93						31.1				6.22		0.107	U	38.9		54		332		9.24	J									107.6		4.5		7.3		22		12		2	U	385		0.066		8.2		0.555						0.1		8270		18.8				18.4		18.4				1710		212		57		64		64.7		18	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	2/9/2021 12:47:00 PM	98						33.2				17.4		1.31		40		36		359		9.94										114.5		4.6		7.7		23.8		6	I	2	I	349		0.056		8.3		0.456						0.2		9100		19.9				19.4		19.4				1540		127		63		24		55.5		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	3/10/2021 10:12:00 AM	108						33.5				6.68		0.123	U	41.6		37		358		8.98										115.6		4.5		7.7		23.6		5	U	2	U	353		0.06		8.3		0.874						0.2		8930		21.6				19.3		19.3				1830		244		58		89		97.8		29	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	4/6/2021 11:02:00 AM	106						34.4				12.2		0.688		41.3		33		372		8.58										118		4.6		7.8		23.6		11		2	I	326		0.078		8.1		0.48						0.3		9520		22				21.8		21.8				1580		152		61		16	I	65.3		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	5/4/2021 10:49:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	5/4/2021 10:52:00 AM	103						37.2				22.8		0.901		43.7		32	G	388		7.96										128.3		5		8.6		25.2		10		4	G	239		0.057		8.4		0.933						0.2		10300		22.6				27.5		27.5				1360		165		64		21	I	47.3		10	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	5/18/2021 12:39:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	5/18/2021 12:42:00 PM	104						37.2				16.6		0.384		43.6		33		395		7.95										127.2		4.9		8.4		25.3		8	IG	5		227		0.076		8.2		0.68								10300		22.6				26.1		26.1				1410		193		62		41		55.7		16	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	6/8/2021 10:33:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/8/2021 10:36:00 AM	110						36.1				8.34		0.218	I	44.3		27		408		7.19										124.1		4.8		8.2		24.8		11		2	I	244		0.072		8.3		0.602						0.2		11000		23.1				28.5		28.5				1360		174		56		16	I	52.3		10	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.3	6/22/2021 10:16:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11569"	="11569"	="L004"	26.97768389	-80.70958167	0.5	6/22/2021 10:17:00 AM	109						38.4				17.5		0.261		45.7		29		415		8.02										132.6		5.2		8.9		26.5		7	I	2	I	63		0.062		8.5		0.587						0.2		9170		23.5				28.7		28.7				1090		109		60		16	I	30.7		8	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11573"	="11573"	="L006"	26.82255833	-80.78283611	0.5	7/12/2016 9:05:00 AM	89										4.73				39.9		33		363		6.8																		14		8		74		0.045		8.1		0.5						0.4								30.3		30.3				940		108		48		9	I	23.4		5	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11573"	="11573"	="L006"	26.82255833	-80.78283611	0.5	8/3/2016 7:59:00 AM	93										7.18				39.2		31		361		6.94																		10		4		50		0.052		8.1		0.496						0.6								29.5		29.5				914		113		51		18		22.8		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11573"	="11573"	="L006"	26.82255833	-80.78283611	0.5	9/7/2016 8:58:00 AM	91						36.3				8.5				37.8		24		364		9.32										124.6		5		8.2		23.1		32	G	2	I	268		0.061		8		1.02						0.2		7840		18.8				28.4		28.4				1180		153		55		31		31.5		11	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11573"	="11573"	="L006"	26.82255833	-80.78283611	0.5	10/19/2016 8:15:00 AM	98										17.5				38.8		21		362		7.68																		14		2	I	221		0.027		8		0.872						0.2								25.9		25.9				1270		128		61		42		54.2		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11573"	="11573"	="L006"	26.82255833	-80.78283611	0.5	11/2/2016 9:09:00 AM	94										10.7				39.6		28		358		9.31																		11		3	I	372		0.04		7.5		1.01						0.1								23.8		23.8				1380		129		59		39		69.8		12	I
